class,prop,required,prop_type,xml_name,line
AdditionalDataPointType,Amount,O,string,Amount,8312
AdditionalDataPointType,Boolean,O,bool,Boolean,8340
AdditionalDataPointType,BooleanSpecified,O,bool,,8346
AdditionalDataPointType,Description,O,string,Description,8309
AdditionalDataPointType,Percentage,O,decimal,Percentage,8321
AdditionalDataPointType,PercentageSpecified,O,bool,,8327
AdditionalDataPointType,Text,O,string,Text,8337
CorporateStructureType,Ce,O,System.Collections.ObjectModel.Collection<CorporateStructureTypeCe>,CE,7549
CorporateStructureType,CeSpecified,O,bool,,7565
CorporateStructureType,ExcludedEntity,O,System.Collections.ObjectModel.Collection<CorporateStructureTypeExcludedEntity>,ExcludedEntity,7577
CorporateStructureType,ExcludedEntitySpecified,O,bool,,7593
CorporateStructureType,UnreportChangeCorpStr,O,bool,UnreportChangeCorpStr,7602
CorporateStructureType,UnreportChangeCorpStrSpecified,O,bool,,7608
CorporateStructureType,Upe,R,System.Collections.ObjectModel.Collection<CorporateStructureTypeUpe>,UPE,7523
CorporateStructureTypeCe,Id,R,IdType,ID,7944
CorporateStructureTypeCe,Ownership,R,System.Collections.ObjectModel.Collection<CorporateStructureTypeCeOwnership>,Ownership,7988
CorporateStructureTypeCe,OwnershipChange,O,System.Collections.ObjectModel.Collection<CorporateStructureTypeCeOwnershipChange>,OwnershipChange,7950
CorporateStructureTypeCe,OwnershipChangeSpecified,O,bool,,7966
CorporateStructureTypeCe,Qiir,O,CorporateStructureTypeCeQiir,QIIR,8001
CorporateStructureTypeCe,Qutpr,O,CorporateStructureTypeCeQutpr,QUTPR,8004
CorporateStructureTypeCeOwnership,OwnershipPercentage,R,decimal,OwnershipPercentage,8141
CorporateStructureTypeCeOwnership,OwnershipType,R,OwnershipTypeEnumType,OwnershipType,8125
CorporateStructureTypeCeOwnership,Tin,R,TinType,TIN,8129
CorporateStructureTypeCeOwnershipChange,ChangeDate,R,System.DateTime,ChangeDate,8017
CorporateStructureTypeCeOwnershipChange,PreGlobeStatus,R,System.Collections.ObjectModel.Collection<IdGlobeStatusEnumType>,PreGlobeStatus,8028
CorporateStructureTypeCeOwnershipChange,PreOwnership,O,System.Collections.ObjectModel.Collection<CorporateStructureTypeCeOwnershipChangePreOwnership>,PreOwnership,8053
CorporateStructureTypeCeOwnershipChange,PreOwnershipSpecified,O,bool,,8069
CorporateStructureTypeCeOwnershipChangePreOwnership,OwnershipType,R,OwnershipTypeEnumType,OwnershipType,8092
CorporateStructureTypeCeOwnershipChangePreOwnership,PreOwnershipPercentage,R,decimal,PreOwnershipPercentage,8108
CorporateStructureTypeCeOwnershipChangePreOwnership,Tin,R,TinType,TIN,8096
CorporateStructureTypeCeQiir,Exception,O,CorporateStructureTypeCeQiirException,Exception,8161
CorporateStructureTypeCeQiir,PopeIpe,R,PopeipeEnumType,POPE-IPE,8158
CorporateStructureTypeCeQiirException,ExceptionRule,R,CorporateStructureTypeCeQiirExceptionExceptionRule,ExceptionRule,8174
CorporateStructureTypeCeQiirException,Tin,R,TinType,TIN,8178
CorporateStructureTypeCeQiirExceptionExceptionRule,Art213,O,bool,Art2.1.3,8190
CorporateStructureTypeCeQiirExceptionExceptionRule,Art213Specified,O,bool,,8196
CorporateStructureTypeCeQiirExceptionExceptionRule,Art215,O,bool,Art2.1.5,8199
CorporateStructureTypeCeQiirExceptionExceptionRule,Art215Specified,O,bool,,8205
CorporateStructureTypeCeQutpr,AggOwnership,O,decimal,AggOwnership,8229
CorporateStructureTypeCeQutpr,AggOwnershipSpecified,O,bool,,8235
CorporateStructureTypeCeQutpr,Art93,R,bool,Art9.3,8218
CorporateStructureTypeCeQutpr,UpeOwnership,O,bool,UPEOwnership,8242
CorporateStructureTypeCeQutpr,UpeOwnershipSpecified,O,bool,,8248
CorporateStructureTypeExcludedEntity,Change,R,bool,Change,8290
CorporateStructureTypeExcludedEntity,KName,O,string,KName,8278
CorporateStructureTypeExcludedEntity,Name,R,string,Name,8268
CorporateStructureTypeExcludedEntity,Type,R,ExcludedEntityEnumType,Type,8286
CorporateStructureTypeUpe,ExcludedUpe,O,CorporateStructureTypeUpeExcludedUpe,ExcludedUPE,7620
CorporateStructureTypeUpe,OtherUpe,O,CorporateStructureTypeUpeOtherUpe,OtherUPE,7623
CorporateStructureTypeUpeExcludedUpe,Art1035,O,Globe.CountryCodeType,Art10.3.5,7643
CorporateStructureTypeUpeExcludedUpe,Art1035Specified,O,bool,,7649
CorporateStructureTypeUpeExcludedUpe,ExcludedUpeStatus,R,ExcludedUpeEnumType,ExcludedUPEStatus,7640
CorporateStructureTypeUpeExcludedUpe,Id,R,ExcludedUpeIdType,ID,7653
CorporateStructureTypeUpeOtherUpe,Art1035,O,Globe.CountryCodeType,Art10.3.5,7808
CorporateStructureTypeUpeOtherUpe,Art1035Specified,O,bool,,7814
CorporateStructureTypeUpeOtherUpe,Id,R,IdType,ID,7805
DocSpecType,CorrDocRefId,O,string,CorrDocRefId,4738
DocSpecType,DocRefId,R,string,DocRefId,4726
DocSpecType,DocTypeIndic,R,OecdDocTypeIndicEnumType,DocTypeIndic,4713
EtrComputationType,CeComputation,O,System.Collections.ObjectModel.Collection<EtrComputationTypeCeComputation>,CEComputation,9277
EtrComputationType,CeComputationSpecified,O,bool,,9293
EtrComputationType,NonMaterialCe,O,System.Collections.ObjectModel.Collection<EtrComputationTypeNonMaterialCe>,Non-MaterialCE,9317
EtrComputationType,NonMaterialCeSpecified,O,bool,,9333
EtrComputationType,OverallComputation,O,EtrComputationTypeOverallComputation,OverallComputation,9311
EtrComputationTypeCeComputation,AdjustedCoveredTax,R,EtrComputationTypeCeComputationAdjustedCoveredTax,AdjustedCoveredTax,9364
EtrComputationTypeCeComputation,AdjustedFanil,R,EtrComputationTypeCeComputationAdjustedFanil,AdjustedFANIL,9352
EtrComputationTypeCeComputation,AdjustedIncomeTax,R,EtrComputationTypeCeComputationAdjustedIncomeTax,AdjustedIncomeTax,9360
EtrComputationTypeCeComputation,Elections,O,EtrComputationTypeCeComputationElections,Elections,9371
EtrComputationTypeCeComputation,NetGlobeIncome,R,EtrComputationTypeCeComputationNetGlobeIncome,NetGlobeIncome,9356
EtrComputationTypeCeComputation,OtherFas,O,string,OtherFAS,9381
EtrComputationTypeCeComputation,Tin,R,TinType,TIN,9368
EtrComputationTypeCeComputationAdjustedCoveredTax,Adjustments,O,System.Collections.ObjectModel.Collection<EtrComputationTypeCeComputationAdjustedCoveredTaxAdjustments>,Adjustments,10091
EtrComputationTypeCeComputationAdjustedCoveredTax,AdjustmentsSpecified,O,bool,,10107
EtrComputationTypeCeComputationAdjustedCoveredTax,DeferTaxAdjustAmt,R,EtrComputationTypeCeComputationAdjustedCoveredTaxDeferTaxAdjustAmt,DeferTaxAdjustAmt,10125
EtrComputationTypeCeComputationAdjustedCoveredTax,Total,R,string,Total,10085
EtrComputationTypeCeComputationAdjustedCoveredTaxAdjustments,AdjustmentItem,R,CurrentAdjustedTaxEnumType,AdjustmentItem,10167
EtrComputationTypeCeComputationAdjustedCoveredTaxAdjustments,Amount,R,System.Collections.ObjectModel.Collection<string>,Amount,10141
EtrComputationTypeCeComputationAdjustedCoveredTaxDeferTaxAdjustAmt,Adjustment,O,System.Collections.ObjectModel.Collection<EtrComputationTypeCeComputationAdjustedCoveredTaxDeferTaxAdjustAmtAdjustment>,Adjustment,10190
EtrComputationTypeCeComputationAdjustedCoveredTaxDeferTaxAdjustAmt,AdjustmentSpecified,O,bool,,10206
EtrComputationTypeCeComputationAdjustedCoveredTaxDeferTaxAdjustAmt,DeferTaxExpense,R,string,DeferTaxExpense,10184
EtrComputationTypeCeComputationAdjustedCoveredTaxDeferTaxAdjustAmt,Total,R,string,Total,10180
EtrComputationTypeCeComputationAdjustedCoveredTaxDeferTaxAdjustAmtAdjustment,AdjustmentItem,R,DeferredAdjustedTaxEnumType,AdjustmentItem,10262
EtrComputationTypeCeComputationAdjustedCoveredTaxDeferTaxAdjustAmtAdjustment,Amount,R,System.Collections.ObjectModel.Collection<string>,Amount,10236
EtrComputationTypeCeComputationAdjustedCoveredTaxDeferTaxAdjustAmtAdjustment,Recast,O,EtrComputationTypeCeComputationAdjustedCoveredTaxDeferTaxAdjustAmtAdjustmentRecast,Recast,10265
EtrComputationTypeCeComputationAdjustedCoveredTaxDeferTaxAdjustAmtAdjustmentRecast,Higher,O,string,Higher,10278
EtrComputationTypeCeComputationAdjustedCoveredTaxDeferTaxAdjustAmtAdjustmentRecast,Lower,O,string,Lower,10281
EtrComputationTypeCeComputationAdjustedFanil,Adjustment,O,EtrComputationTypeCeComputationAdjustedFanilAdjustment,Adjustment,9401
EtrComputationTypeCeComputationAdjustedFanil,Fanil,R,string,FANIL,9398
EtrComputationTypeCeComputationAdjustedFanil,Total,R,string,Total,9394
EtrComputationTypeCeComputationAdjustedFanilAdjustment,CrossBorderAdjustments,O,System.Collections.ObjectModel.Collection<EtrComputationTypeCeComputationAdjustedFanilAdjustmentCrossBorderAdjustments>,CrossBorderAdjustments,9454
EtrComputationTypeCeComputationAdjustedFanilAdjustment,CrossBorderAdjustmentsSpecified,O,bool,,9470
EtrComputationTypeCeComputationAdjustedFanilAdjustment,MainEntityPEandFte,O,System.Collections.ObjectModel.Collection<EtrComputationTypeCeComputationAdjustedFanilAdjustmentMainEntityPEandFte>,MainEntityPEandFTE,9416
EtrComputationTypeCeComputationAdjustedFanilAdjustment,MainEntityPEandFteSpecified,O,bool,,9432
EtrComputationTypeCeComputationAdjustedFanilAdjustment,UpeAdjustments,O,System.Collections.ObjectModel.Collection<EtrComputationTypeCeComputationAdjustedFanilAdjustmentUpeAdjustments>,UPEAdjustments,9482
EtrComputationTypeCeComputationAdjustedFanilAdjustment,UpeAdjustmentsSpecified,O,bool,,9498
EtrComputationTypeCeComputationAdjustedFanilAdjustmentCrossBorderAdjustments,Additions,O,string,Additions,9575
EtrComputationTypeCeComputationAdjustedFanilAdjustmentCrossBorderAdjustments,Basis,R,CrossBorderAdjustmentsEnumType,Basis,9559
EtrComputationTypeCeComputationAdjustedFanilAdjustmentCrossBorderAdjustments,OtherTin,R,TinType,OtherTIN,9563
EtrComputationTypeCeComputationAdjustedFanilAdjustmentCrossBorderAdjustments,Reductions,O,string,Reductions,9578
EtrComputationTypeCeComputationAdjustedFanilAdjustmentCrossBorderAdjustments,ResCountryCode,O,Globe.CountryCodeType,ResCountryCode,9566
EtrComputationTypeCeComputationAdjustedFanilAdjustmentCrossBorderAdjustments,ResCountryCodeSpecified,O,bool,,9572
EtrComputationTypeCeComputationAdjustedFanilAdjustmentMainEntityPEandFte,Additions,R,string,Additions,9538
EtrComputationTypeCeComputationAdjustedFanilAdjustmentMainEntityPEandFte,Basis,R,MainEntityPEandFteBasisEnumType,Basis,9521
EtrComputationTypeCeComputationAdjustedFanilAdjustmentMainEntityPEandFte,OtherTin,R,TinType,OtherTIN,9525
EtrComputationTypeCeComputationAdjustedFanilAdjustmentMainEntityPEandFte,Reductions,R,string,Reductions,9542
EtrComputationTypeCeComputationAdjustedFanilAdjustmentMainEntityPEandFte,ResCountryCode,O,Globe.CountryCodeType,ResCountryCode,9528
EtrComputationTypeCeComputationAdjustedFanilAdjustmentMainEntityPEandFte,ResCountryCodeSpecified,O,bool,,9534
EtrComputationTypeCeComputationAdjustedFanilAdjustmentUpeAdjustments,Basis,R,UpeAdjustmentsBasisEnumType,Basis,9595
EtrComputationTypeCeComputationAdjustedFanilAdjustmentUpeAdjustments,IdentificationOfOwners,R,System.Collections.ObjectModel.Collection<EtrComputationTypeCeComputationAdjustedFanilAdjustmentUpeAdjustmentsIdentificationOfOwners>,IdentificationOfOwners,9605
EtrComputationTypeCeComputationAdjustedFanilAdjustmentUpeAdjustments,Reductions,O,EtrComputationTypeCeComputationAdjustedFanilAdjustmentUpeAdjustmentsReductions,Reductions,9598
EtrComputationTypeCeComputationAdjustedFanilAdjustmentUpeAdjustmentsIdentificationOfOwners,EntityOwner,O,EtrComputationTypeCeComputationAdjustedFanilAdjustmentUpeAdjustmentsIdentificationOfOwnersEntityOwner,EntityOwner,9670
EtrComputationTypeCeComputationAdjustedFanilAdjustmentUpeAdjustmentsIdentificationOfOwners,IndOwners,O,EtrComputationTypeCeComputationAdjustedFanilAdjustmentUpeAdjustmentsIdentificationOfOwnersIndOwners,IndOwners,9667
EtrComputationTypeCeComputationAdjustedFanilAdjustmentUpeAdjustmentsIdentificationOfOwners,OwnershipPercentage,R,decimal,OwnershipPercentage,9664
EtrComputationTypeCeComputationAdjustedFanilAdjustmentUpeAdjustmentsIdentificationOfOwnersEntityOwner,ExTypeOfEntity,O,ExTypeOfEntityEnumType,ExTypeOfEntity,9744
EtrComputationTypeCeComputationAdjustedFanilAdjustmentUpeAdjustmentsIdentificationOfOwnersEntityOwner,ExTypeOfEntitySpecified,O,bool,,9750
EtrComputationTypeCeComputationAdjustedFanilAdjustmentUpeAdjustmentsIdentificationOfOwnersEntityOwner,ResCountryCode,R,Globe.CountryCodeType,ResCountryCode,9726
EtrComputationTypeCeComputationAdjustedFanilAdjustmentUpeAdjustmentsIdentificationOfOwnersEntityOwner,TaxRate,O,decimal,TaxRate,9735
EtrComputationTypeCeComputationAdjustedFanilAdjustmentUpeAdjustmentsIdentificationOfOwnersEntityOwner,TaxRateSpecified,O,bool,,9741
EtrComputationTypeCeComputationAdjustedFanilAdjustmentUpeAdjustmentsIdentificationOfOwnersEntityOwner,Tin,R,TinType,TIN,9722
EtrComputationTypeCeComputationAdjustedFanilAdjustmentUpeAdjustmentsIdentificationOfOwnersIndOwners,NumOfOwners,R,string,NumOfOwners,9684
EtrComputationTypeCeComputationAdjustedFanilAdjustmentUpeAdjustmentsIdentificationOfOwnersIndOwners,ResCountryCode,O,Globe.CountryCodeType,ResCountryCode,9687
EtrComputationTypeCeComputationAdjustedFanilAdjustmentUpeAdjustmentsIdentificationOfOwnersIndOwners,ResCountryCodeSpecified,O,bool,,9693
EtrComputationTypeCeComputationAdjustedFanilAdjustmentUpeAdjustmentsIdentificationOfOwnersIndOwners,TaxRate,O,decimal,TaxRate,9702
EtrComputationTypeCeComputationAdjustedFanilAdjustmentUpeAdjustmentsIdentificationOfOwnersIndOwners,TaxRateSpecified,O,bool,,9708
EtrComputationTypeCeComputationAdjustedFanilAdjustmentUpeAdjustmentsReductions,Amount,O,string,Amount,9635
EtrComputationTypeCeComputationAdjustedFanilAdjustmentUpeAdjustmentsReductions,Exception,O,bool,Exception,9638
EtrComputationTypeCeComputationAdjustedFanilAdjustmentUpeAdjustmentsReductions,ExceptionSpecified,O,bool,,9644
EtrComputationTypeCeComputationAdjustedIncomeTax,CrossAllocation,O,System.Collections.ObjectModel.Collection<EtrComputationTypeCeComputationAdjustedIncomeTaxCrossAllocation>,CrossAllocation,9990
EtrComputationTypeCeComputationAdjustedIncomeTax,CrossAllocationSpecified,O,bool,,10006
EtrComputationTypeCeComputationAdjustedIncomeTax,IncomeTax,R,string,IncomeTax,9984
EtrComputationTypeCeComputationAdjustedIncomeTax,Total,R,string,Total,9980
EtrComputationTypeCeComputationAdjustedIncomeTaxCrossAllocation,Additions,O,string,Additions,10069
EtrComputationTypeCeComputationAdjustedIncomeTaxCrossAllocation,Basis,R,System.Collections.ObjectModel.Collection<AdjustedBasisEnumType>,Basis,10040
EtrComputationTypeCeComputationAdjustedIncomeTaxCrossAllocation,OtherTin,R,TinType,OtherTIN,10062
EtrComputationTypeCeComputationAdjustedIncomeTaxCrossAllocation,Reductions,O,string,Reductions,10072
EtrComputationTypeCeComputationAdjustedIncomeTaxCrossAllocation,ResCountryCode,R,Globe.CountryCodeType,ResCountryCode,10066
EtrComputationTypeCeComputationElections,AggregatedReporting,O,EtrComputationTypeCeComputationElectionsAggregatedReporting,AggregatedReporting,10367
EtrComputationTypeCeComputationElections,Art153,O,EtrComputationTypeCeComputationElectionsArt153,Art1.5.3,10293
EtrComputationTypeCeComputationElections,Art321,O,bool,Art3.2.1,10305
EtrComputationTypeCeComputationElections,Art321B,O,EtrComputationTypeCeComputationElectionsArt321B,Art3.2.1b,10323
EtrComputationTypeCeComputationElections,Art321C,O,EtrComputationTypeCeComputationElectionsArt321C,Art3.2.1c,10326
EtrComputationTypeCeComputationElections,Art321Specified,O,bool,,10311
EtrComputationTypeCeComputationElections,Art447,O,EtrComputationTypeCeComputationElectionsArt447,Art4.4.7,10370
EtrComputationTypeCeComputationElections,Art456,O,EtrComputationTypeCeComputationElectionsArt456,Art4.5.6,10373
EtrComputationTypeCeComputationElections,Art634,O,System.Collections.ObjectModel.Collection<EtrComputationTypeCeComputationElectionsArt634>,Art6.3.4,10332
EtrComputationTypeCeComputationElections,Art634Specified,O,bool,,10348
EtrComputationTypeCeComputationElections,Art75,O,System.Collections.ObjectModel.Collection<EtrComputationTypeCeComputationElectionsArt75>,Art7.5,10379
EtrComputationTypeCeComputationElections,Art75Specified,O,bool,,10395
EtrComputationTypeCeComputationElections,Art76,O,System.Collections.ObjectModel.Collection<EtrComputationTypeCeComputationElectionsArt76>,Art7.6,10407
EtrComputationTypeCeComputationElections,Art76Specified,O,bool,,10423
EtrComputationTypeCeComputationElections,KArt447C,O,bool,KArt4.4.7.c,10314
EtrComputationTypeCeComputationElections,KArt447CSpecified,O,bool,,10320
EtrComputationTypeCeComputationElections,SimplCalculations,O,bool,SimplCalculations,10296
EtrComputationTypeCeComputationElections,SimplCalculationsSpecified,O,bool,,10302
EtrComputationTypeCeComputationElectionsAggregatedReporting,EntityTin,R,System.Collections.ObjectModel.Collection<TinType>,EntityTIN,10586
EtrComputationTypeCeComputationElectionsAggregatedReporting,TaxConsolGroupTin,R,TinType,TaxConsolGroupTIN,10579
EtrComputationTypeCeComputationElectionsArt153,ElectionYear,O,System.DateTime,ElectionYear,10445
EtrComputationTypeCeComputationElectionsArt153,ElectionYearSpecified,O,bool,,10451
EtrComputationTypeCeComputationElectionsArt153,RevocationYear,O,System.DateTime,RevocationYear,10454
EtrComputationTypeCeComputationElectionsArt153,RevocationYearSpecified,O,bool,,10460
EtrComputationTypeCeComputationElectionsArt153,Status,R,bool,Status,10442
EtrComputationTypeCeComputationElectionsArt321B,ElectionYear,O,System.DateTime,ElectionYear,10476
EtrComputationTypeCeComputationElectionsArt321B,ElectionYearSpecified,O,bool,,10482
EtrComputationTypeCeComputationElectionsArt321B,RevocationYear,O,System.DateTime,RevocationYear,10485
EtrComputationTypeCeComputationElectionsArt321B,RevocationYearSpecified,O,bool,,10491
EtrComputationTypeCeComputationElectionsArt321B,Status,R,bool,Status,10473
EtrComputationTypeCeComputationElectionsArt321C,ElectionYear,O,System.DateTime,ElectionYear,10507
EtrComputationTypeCeComputationElectionsArt321C,ElectionYearSpecified,O,bool,,10513
EtrComputationTypeCeComputationElectionsArt321C,RevocationYear,O,System.DateTime,RevocationYear,10516
EtrComputationTypeCeComputationElectionsArt321C,RevocationYearSpecified,O,bool,,10522
EtrComputationTypeCeComputationElectionsArt321C,Status,R,bool,Status,10504
EtrComputationTypeCeComputationElectionsArt447,ElectionYear,O,System.DateTime,ElectionYear,10620
EtrComputationTypeCeComputationElectionsArt447,ElectionYearSpecified,O,bool,,10626
EtrComputationTypeCeComputationElectionsArt447,RevocationYear,O,System.DateTime,RevocationYear,10629
EtrComputationTypeCeComputationElectionsArt447,RevocationYearSpecified,O,bool,,10635
EtrComputationTypeCeComputationElectionsArt447,Status,R,bool,Status,10617
EtrComputationTypeCeComputationElectionsArt456,ElectionYear,O,System.DateTime,ElectionYear,10651
EtrComputationTypeCeComputationElectionsArt456,ElectionYearSpecified,O,bool,,10657
EtrComputationTypeCeComputationElectionsArt456,RevocationYear,O,System.DateTime,RevocationYear,10660
EtrComputationTypeCeComputationElectionsArt456,RevocationYearSpecified,O,bool,,10666
EtrComputationTypeCeComputationElectionsArt456,Status,R,bool,Status,10648
EtrComputationTypeCeComputationElectionsArt634,FyTriggerEvent,R,System.DateTime,FYTriggerEvent,10535
EtrComputationTypeCeComputationElectionsArt634,Inclusion,R,EtrComputationTypeCeComputationElectionsArt634Inclusion,Inclusion,10539
EtrComputationTypeCeComputationElectionsArt634Inclusion,Art634CI,O,bool,Art6.3.4.c.i,10551
EtrComputationTypeCeComputationElectionsArt634Inclusion,Art634CIi,O,bool,Art6.3.4.c.ii,10560
EtrComputationTypeCeComputationElectionsArt634Inclusion,Art634CIiSpecified,O,bool,,10566
EtrComputationTypeCeComputationElectionsArt634Inclusion,Art634CISpecified,O,bool,,10557
EtrComputationTypeCeComputationElectionsArt75,CeOwnerTin,O,System.Collections.ObjectModel.Collection<TinType>,CEOwnerTIN,10703
EtrComputationTypeCeComputationElectionsArt75,CeOwnerTinSpecified,O,bool,,10719
EtrComputationTypeCeComputationElectionsArt75,ElectionYear,O,System.DateTime,ElectionYear,10682
EtrComputationTypeCeComputationElectionsArt75,ElectionYearSpecified,O,bool,,10688
EtrComputationTypeCeComputationElectionsArt75,RevocationYear,O,System.DateTime,RevocationYear,10691
EtrComputationTypeCeComputationElectionsArt75,RevocationYearSpecified,O,bool,,10697
EtrComputationTypeCeComputationElectionsArt75,Status,R,bool,Status,10679
EtrComputationTypeCeComputationElectionsArt76,ActualDeemedDist,R,string,ActualDeemedDist,10763
EtrComputationTypeCeComputationElectionsArt76,ElectionYear,R,System.DateTime,ElectionYear,10750
EtrComputationTypeCeComputationElectionsArt76,InvestmentEntityTin,R,TinType,InvestmentEntityTIN,10781
EtrComputationTypeCeComputationElectionsArt76,LocalCreditableTaxGross,R,string,LocalCreditableTaxGross,10767
EtrComputationTypeCeComputationElectionsArt76,RevocationYear,O,System.DateTime,RevocationYear,10753
EtrComputationTypeCeComputationElectionsArt76,RevocationYearSpecified,O,bool,,10759
EtrComputationTypeCeComputationElectionsArt76,ShareOfUndistNetGlobeInc,R,decimal,ShareOfUndistNetGlobeInc,10777
EtrComputationTypeCeComputationElectionsArt76,Status,R,bool,Status,10746
EtrComputationTypeCeComputationNetGlobeIncome,Adjustments,O,System.Collections.ObjectModel.Collection<EtrComputationTypeCeComputationNetGlobeIncomeAdjustments>,Adjustments,9769
EtrComputationTypeCeComputationNetGlobeIncome,AdjustmentsSpecified,O,bool,,9785
EtrComputationTypeCeComputationNetGlobeIncome,IntShippingIncome,O,EtrComputationTypeCeComputationNetGlobeIncomeIntShippingIncome,IntShippingIncome,9802
EtrComputationTypeCeComputationNetGlobeIncome,Total,R,string,Total,9763
EtrComputationTypeCeComputationNetGlobeIncomeAdjustments,AdjustmentItem,R,AdjustmentItemEnumType,AdjustmentItem,9844
EtrComputationTypeCeComputationNetGlobeIncomeAdjustments,Amount,R,System.Collections.ObjectModel.Collection<string>,Amount,9818
EtrComputationTypeCeComputationNetGlobeIncomeIntShippingIncome,CoveredTaxes,R,string,CoveredTaxes,9869
EtrComputationTypeCeComputationNetGlobeIncomeIntShippingIncome,InternationalShipIncome,R,EtrComputationTypeCeComputationNetGlobeIncomeIntShippingIncomeInternationalShipIncome,InternationalShipIncome,9857
EtrComputationTypeCeComputationNetGlobeIncomeIntShippingIncome,QualifiedAncShipIncome,R,EtrComputationTypeCeComputationNetGlobeIncomeIntShippingIncomeQualifiedAncShipIncome,QualifiedAncShipIncome,9861
EtrComputationTypeCeComputationNetGlobeIncomeIntShippingIncome,SubstanceExclusion,R,EtrComputationTypeCeComputationNetGlobeIncomeIntShippingIncomeSubstanceExclusion,SubstanceExclusion,9865
EtrComputationTypeCeComputationNetGlobeIncomeIntShippingIncomeInternationalShipIncome,Category,R,System.Collections.ObjectModel.Collection<IntShipCategoryEnumType>,Category,9894
EtrComputationTypeCeComputationNetGlobeIncomeIntShippingIncomeInternationalShipIncome,Costs,R,string,Costs,9920
EtrComputationTypeCeComputationNetGlobeIncomeIntShippingIncomeInternationalShipIncome,Revenue,R,string,Revenue,9916
EtrComputationTypeCeComputationNetGlobeIncomeIntShippingIncomeInternationalShipIncome,Total,R,string,Total,9883
EtrComputationTypeCeComputationNetGlobeIncomeIntShippingIncomeQualifiedAncShipIncome,Category,R,AncShipCategoryEnumType,Category,9942
EtrComputationTypeCeComputationNetGlobeIncomeIntShippingIncomeQualifiedAncShipIncome,Costs,R,string,Costs,9950
